type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,step,category,gender,age,ProductCD,card4,card6,DeviceType,TransactionAmt,C1,C2,C13,C14,D1,D2,D4,D10,D15,dist1
,,,,,,,,,,W,visa,debit,missing,30.95,5.0,6.0,2.0,1.0,3.0,252.0,90.0,0.0,17.0,108.0
,,,,,,,,,,W,visa,credit,missing,171.0,1.0,1.0,2.0,1.0,3.0,83.87116493576923,6.0,4.0,33.0,1.0
,178.10559188585094,,,,,137.58922784015724,es_hyper,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,171.0,4.0,11.0,7.0,2.0,80.0,12.0,0.0,0.0,170.9466738462893,10.0
CASH_OUT,4377.458501902514,0.6527884625168336,1.816929004788601,48305.13314678626,177.3011175717679,207.0,,,,,,,,,,,,,,,,,,
,267.52955264127803,,,,,46.0,es_health,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,108.5,1.0,1.0,1.0,1.0,1.0,160.0,7.0,0.0,0.0,642.0
,,,,,,,,,,C,mastercard,debit,desktop,88.213,16.664791164599592,6.0,0.0,0.0,0.0,16.0,4.313324603286787,0.0,0.0,10.0
,374.2556399695784,,,,,147.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
CASH_OUT,14236.207052166525,70940.40619731542,26380.238803998247,94005.12265163628,5130.856113101134,355.0,,,,,,,,,,,,,,,,,,
,5734.91273252349,,,,,148.18806454764444,es_travel,F,3.0,,,,,,,,,,,,,,,
,41.60553319861257,,,,,5.0,es_barsandrestaurants,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,53.85757515498077,3.0,1.0,1.0,1.0,2.0,16.0,0.0,14.0,302.88055238148286,12.0
,43.9798002719973,,,,,75.0,es_wellnessandbeauty,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,mobile,8.459,3.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,291.21560114111554,,,,,115.0,es_health,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,16.434,7.0,4.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,19.41509758035618,,,,,93.17408203822436,es_health,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,566.13519002373,4.0,4.0,58.0,29.0,125.0,10.0,0.0,133.8448539280855,33.0,10.0
,,,,,,,,,,W,visa,debit,missing,59.0,2.0,3.0,3.0,1.0,0.0,56.0,1.0,0.0,1.0,10.0
,8.194273394658705,,,,,13.636308913904449,es_hyper,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,17.25479800583056,17.0,9.0,1.0,1.0,0.0,16.0,7.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,debit,mobile,51.11543703081759,10.0,31.26908532746438,1.0,1.0,0.0,3.0,0.0,0.0,1.0,10.0
,274.14283695077995,,,,,101.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,27.973,1.0,1.0,0.0,0.0,9.0,16.0,10.0,0.0,0.0,10.0
,43.29689265618837,,,,,108.51441728566306,es_otherservices,M,6.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,49.0,3.0,4.0,35.0,4.0,583.2027874759851,2.0,1.0,308.93924477273595,90.0,4.0
,,,,,,,,,,W,visa,debit,missing,143.38173640410554,4.0,4.0,1.0,1.0,0.0,125.0,0.0,0.0,0.0,19.0
,,,,,,,,,,C,visa,credit,desktop,54.31219687114412,2.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,W,mastercard,credit,missing,376.1572648322163,1.0,1.0,2.0,1.0,0.0,0.0,3.0,20.0,43.0,10.0
,,,,,,,,,,C,visa,debit,mobile,26.585,3.0,2.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,W,visa,debit,missing,40.01210266355776,1.0,3.0,28.051991792248373,1.0,517.0,17.0,153.0,525.2174106182283,512.1454238649667,37.0
,,,,,,,,,,W,visa,credit,missing,57.95,21.0,5.0,1.0,1.0,0.0,4.0,110.64804033946712,0.0,20.0,24.0
,170.88381717365658,,,,,47.0,es_sportsandtoys,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,250.0,3.0,4.0,35.0,4.0,29.0,16.0,1.0,53.0,211.0,197.0
,107.08991351127356,,,,,169.0,es_sportsandtoys,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,mastercard,debit,missing,117.0,1.0,1.0,1.0,0.0,0.0,95.0,1.0,0.0,1.0,10.0
,,,,,,,,,,W,mastercard,debit,missing,645.8256336998979,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,371.42236032881294,,,,,135.0,es_wellnessandbeauty,M,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,35.0,8.0,4.0,14.0,2.0,26.161388040616657,16.0,5.0,28.0,54.65081085240763,10.0
,,,,,,,,,,C,visa,credit,missing,90.872,3.0,2.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,135.70107225332612,,,,,54.56198472250935,es_wellnessandbeauty,F,2.0,,,,,,,,,,,,,,,
CASH_OUT,119153.34946132691,147.07981070647162,105.93498180100951,2368616.868026296,8235720.911043158,388.9755304768268,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,discover,credit,missing,476.7782601190064,1.0,1.0,1.0,1.0,19.0,63.27686814130914,46.0,48.0,1.0,3.0
,7.315677468744209,,,,,82.0,es_sportsandtoys,M,3.0,,,,,,,,,,,,,,,
PAYMENT,86708.08287366306,24183.835407007275,96676.34054932714,2414008.956614984,6418227.547194034,250.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,211.0,1.0,1.0,2.0,1.0,1.0,16.0,0.0,312.20102849326054,1.0,10.0
PAYMENT,14016.542719071302,0.01,20.89398401025975,5466.466686458887,211.65604678629285,527.8876920111496,,,,,,,,,,,,,,,,,,
,507.53395797577366,,,,,37.95836722621982,es_sportsandtoys,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,59.46,1.0,3.0,59.0,4.0,449.0,16.0,191.0,51.0,442.0,20.0
,199.2455929048305,,,,,28.0,es_health,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,88.16211171316934,1.0,1.0,1.0,2.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,R,visa,debit,mobile,350.0,1152.07164449356,62.43427459809163,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
,266.91903068560475,,,,,174.0,es_otherservices,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,77.0,6.0,11.0,59.0,69.0,33.0,16.0,0.0,19.0,10.0,10.0
,,,,,,,,,,W,visa,debit,missing,117.0,3.0,4.0,56.22566894846568,9.0,12.0,16.0,1.0,14.0,3.0,288.5024504301873
,,,,,,,,,,W,visa,debit,missing,36.95,1.0,1.0,5.0,2.0,0.0,43.0,1.0,11.0,272.54945801855047,14.0
,176.1190255085335,,,,,168.0,es_home,F,2.0,,,,,,,,,,,,,,,
,189.7462364299685,,,,,19.0,es_otherservices,F,2.0,,,,,,,,,,,,,,,
,127.36121842627226,,,,,72.0,es_hotelservices,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,mobile,75.27407027448811,19.0,13.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,W,visa,debit,missing,49.0,1.0,1.0,2.0,1.0,0.0,2.0,120.0,0.0,0.0,10.0
CASH_OUT,35634.96127765333,56081.2512109546,204287.82121185795,770045.5132249012,72276.58379768606,176.58659928070108,,,,,,,,,,,,,,,,,,
,615.0073443574531,,,,,38.66586322816117,es_otherservices,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,S,visa,debit,desktop,30.0,3.0,2.0,62.00039226827154,3.0,4.562348122587764,249.17185254522155,1.0,0.0,1.0,10.0
,64.27387694767576,,,,,137.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,501.32397343847447,,,,,17.0,es_health,M,5.0,,,,,,,,,,,,,,,
,570.0566384933434,,,,,19.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,803.4182452735005,,,,,172.0,es_health,F,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,9.305,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,186.43246451588345,,,,,80.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,210.95,21.0,11.0,1.0,1.0,0.0,59.0,31.0,0.0,0.0,10.0
,,,,,,,,,,W,mastercard,credit,missing,117.0,1.0,1.0,2.0,1.0,0.0,16.0,21.0,20.300867909715976,162.04327190696904,10.0
,738.9685799911335,,,,,141.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,credit,missing,41.05675661094203,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,credit,desktop,25.945,2.2025131926707218,3.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,debit,mobile,30.814,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,10.0
,,,,,,,,,,W,visa,debit,missing,97.95,1.0,1.0,1.0,1.0,27.0,16.0,0.0,0.0,0.0,9.0
,,,,,,,,,,C,visa,debit,mobile,58.366,3.0,23.0,1.0,1.0,0.0,16.0,5.0,0.0,0.0,10.0
,336.9939967039637,,,,,33.0,es_hyper,M,2.0,,,,,,,,,,,,,,,
PAYMENT,38247.80310843277,937774.6980558236,192908.40145438496,24450.6166233392,0.6109268261994464,93.33467861198922,,,,,,,,,,,,,,,,,,
PAYMENT,57793.935290656125,694652.0713491207,1552158.0096290824,107036.93324735084,1019.3345597097756,134.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,171.0,1.0,1.0,1.0,1.0,297.3582705265062,32.0,1.0,554.0,451.0657061019792,1.0
PAYMENT,1117.8852641786202,83485.71520234914,39991.14774546087,60002.9150133056,8760.967149380653,324.1378828799617,,,,,,,,,,,,,,,,,,
CASH_OUT,122381.8659349624,1367799.7786306066,7574050.071504949,219161.82118792128,121670.88698939176,485.2616789338829,,,,,,,,,,,,,,,,,,
,943.2419138867738,,,,,41.304904746905926,es_tech,M,6.0,,,,,,,,,,,,,,,
PAYMENT,29433.554149746567,872.2783643629467,514.4883074266625,165232.62026598517,49.53824539583037,371.0753483303595,,,,,,,,,,,,,,,,,,
,,,,,,,,,,H,visa,credit,desktop,75.0,1.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
TRANSFER,925.3021794481842,13501.186713035457,474215.28561633744,109937.61671227144,31.088396613537405,191.15368577112093,,,,,,,,,,,,,,,,,,
,141.34889777026936,,,,,51.821863039790514,es_wellnessandbeauty,F,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,debit,mobile,67.09394941914648,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
CASH_OUT,207425.3385450933,167868.066884752,3175682.85323099,4010924.248574808,4115495.135250573,245.27808949662284,,,,,,,,,,,,,,,,,,
,397.36252126159786,,,,,115.95515602179135,es_leisure,F,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,117.0,3.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0
,,,,,,,,,,W,mastercard,debit,missing,141.0,2.0,1.0,5.0,3.0,33.0,145.0,1.0,0.0,24.0,13.0
,,,,,,,,,,W,mastercard,debit,missing,117.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,debit,mobile,59.7,12.0,11.0,1.0,1.0,1.0,16.0,34.230520806951176,0.0,0.0,10.0
,,,,,,,,,,W,mastercard,credit,missing,92.0,84.0,76.0,24.0,5.0,182.0,16.0,499.0,408.13691547526514,16.0,10.0
,,,,,,,,,,W,visa,debit,missing,211.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,3.0,14.0
,441.6296500594664,,,,,132.0,es_health,F,3.0,,,,,,,,,,,,,,,
,1018.1025028349866,,,,,22.564799067465408,es_health,M,6.0,,,,,,,,,,,,,,,
PAYMENT,44.48428853512485,3660.3059015539247,751438.6120133927,150405.0085851022,49.883001221121816,95.82274362788732,,,,,,,,,,,,,,,,,,
,105.9514565030365,,,,,71.02548210611093,es_health,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,desktop,35.351,68.30241081314762,31.0,2.0,1.0,0.0,16.0,112.05692224420044,0.0,0.0,10.0
,253.11330351958748,,,,,5.0,es_hyper,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,59.0,5.0,10.0,50.77066802322588,9.0,94.0,46.0,478.0,185.0,205.8329795343402,86.0
,,,,,,,,,,W,mastercard,debit,missing,77.95,1.0,1.0,5.0,1.0,428.3580548278667,146.47564849992477,26.85643360318716,141.84215999700655,113.59652006903002,3.0
,,,,,,,,,,C,visa,credit,mobile,21.51,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,C,mastercard,debit,mobile,66.1491690932299,2.0,3.0,2.0,1.0,0.0,16.0,0.0,0.0,1.0,10.0
,206.4986363541028,,,,,26.1557621307976,es_wellnessandbeauty,F,3.0,,,,,,,,,,,,,,,
,198.25438667355405,,,,,117.35028063930912,es_wellnessandbeauty,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,debit,mobile,18.0425065774551,1.0,1.0,1.0,0.0,0.0,16.0,148.0,0.0,7.0,10.0
,,,,,,,,,,W,visa,debit,missing,34.0,2.0,3.0,668.9273429336126,92.0,628.1163962050578,274.0,228.0,601.3072741925016,563.0,2.0
,,,,,,,,,,W,visa,credit,missing,160.33238947386596,1.0,1.0,1.0,1.0,11.922024978275203,41.0,3.0,2.0,16.0,116.0
,300.1596797653347,,,,,30.0,es_leisure,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,mobile,40.723,3.0,5.0,8.0,2.0,0.0,16.0,2.0,0.0,128.0,10.0
CASH_IN,77576.85160090105,77712.83652602443,10355839.910523985,3469900.251806105,1623264.2822283737,181.5977161387126,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,34.0,5.0,5.0,90.16112081632764,4.0,132.0,165.0,537.7477563522334,252.68016700585304,38.0,10.0
,500.3164231374696,,,,,68.41085033756849,es_sportsandtoys,M,2.0,,,,,,,,,,,,,,,
CASH_OUT,285526.3110627077,3244.7965312306246,27158.851044952087,1273582.6857722253,28535544.281230427,699.6865363501327,,,,,,,,,,,,,,,,,,
,,,,,,,,,,S,visa,debit,desktop,35.0,3.0,3.0,102.70679948143056,7.0,192.7834663280707,16.0,1.0,0.0,1.0,10.0
,,,,,,,,,,C,visa,debit,missing,281.472,3.489333925651969,10.0,11.408154807467524,3.0817922104164097,1.834682258378379,16.0,1.0,0.0,1.0,10.0
,345.60350565983924,,,,,124.74089434791824,es_sportsandtoys,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,mobile,55.345,1.0,2.0,1.0,1.0,0.0,16.0,23.0,0.0,0.0,10.0
,,,,,,,,,,W,visa,debit,missing,268.5997510811244,4.0,3.0,7.0,2.0,61.0,75.35272062660852,2.0,22.0,160.0,10.0
,607.7510475375097,,,,,83.0,es_sportsandtoys,F,3.0,,,,,,,,,,,,,,,
CASH_OUT,250183.19158301485,7136.08930375483,891738.0665757672,5843059.280714097,5943049.192610409,33.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,mobile,24.836,10.0,19.628097076438053,1.0,1.0,0.0,16.0,1.0,0.0,0.0,10.0
,298.0990662852336,,,,,34.0,es_sportsandtoys,M,4.0,,,,,,,,,,,,,,,
,294.53369399155963,,,,,154.0,es_health,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,R,visa,debit,mobile,250.0,94.67560644829273,10.4664080710362,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
,595.4066228233316,,,,,162.87933394681454,es_sportsandtoys,F,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,desktop,70.135,5.0,9.0,1.0,0.0,9.0,16.0,1.0,0.0,0.0,10.0
,128.57044706657464,,,,,162.33120141501274,es_sportsandtoys,M,5.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,credit,desktop,34.561,33.620680025376146,30.0,1.0,1.0,0.0,16.0,0.0,0.0,10.0,10.0
,,,,,,,,,,W,mastercard,credit,missing,146.0,1.0,1.0,4.0,1.0,196.6217851871421,35.0,140.0373709730609,545.9000320270142,205.3427826898392,10.0
PAYMENT,25.40163866549098,174423.72601262832,1143463.0208704453,32.73745102954726,0.0,391.8450905013507,,,,,,,,,,,,,,,,,,
,,,,,,,,,,H,visa,debit,desktop,50.0,1.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
,,,,,,,,,,C,visa,debit,mobile,120.37667092034243,1.0,2.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,135.52943305548732,,,,,40.0,es_sportsandtoys,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,R,mastercard,debit,mobile,300.0,3.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
,,,,,,,,,,W,visa,debit,missing,311.95,2.0,1.0,5.0,2.0,0.0,0.0,0.0,4.0,1.0,10.0
,,,,,,,,,,C,visa,credit,mobile,34.80030742813362,1.0,1.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,10.0
,,,,,,,,,,H,mastercard,debit,mobile,300.0,1.0,1.0,1.0,1.0,8.0,11.31323067085215,1.0,0.6942593157790711,1.0,10.0
,,,,,,,,,,C,mastercard,credit,desktop,40.454,2.0,1.0,2.0,2.0,0.0,16.0,0.0,0.0,0.0,10.0
,197.8771897139888,,,,,150.0,es_sportsandtoys,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,20.0,1.0,2.0,1.0,0.0,142.0,195.55859123463097,1.0,0.0,0.0,6.0
,,,,,,,,,,W,discover,credit,missing,140.78695357341783,1.0,1.0,2.0,1.0,1.0,16.0,62.370421072221006,45.75595603875328,49.0,949.7815821410986
,,,,,,,,,,W,mastercard,debit,missing,92.0,1.0,1.0,2.0,1.0,12.0,162.0,0.0,25.0,1.0,10.0
PAYMENT,44303.39796776623,686138.3604480402,54747.04937995401,211704.72097725488,35400.07339528342,20.30164576273661,,,,,,,,,,,,,,,,,,
,,,,,,,,,,H,mastercard,credit,mobile,187.17787222824603,4.0,6.0,3.0,1.0,21.699322556037856,21.0,1.0,0.0,1.0,10.0
CASH_OUT,215011.17761769265,835046.5470044614,1499410.49873715,4423067.262004092,7808007.70630233,117.0,,,,,,,,,,,,,,,,,,
,167.45836382465842,,,,,94.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
PAYMENT,70743.12794773353,1312.832070309163,74537.02434136409,1059551.6635727582,234384.33711084112,144.38013436354225,,,,,,,,,,,,,,,,,,
,502.7140310765933,,,,,85.0,es_sportsandtoys,M,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,desktop,19.71251459639676,335.301726182425,628.8204583681268,17.0,109.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,W,visa,debit,missing,107.95000000000002,1.0,1.0,1.0,1.0,1.0,42.0,161.0,1.0,2.0,197.0
,,,,,,,,,,R,visa,debit,desktop,150.0,37.61613305192063,36.82782896402,1.0,1.0,0.0,16.0,1.0,0.0,1.0,10.0
,420.0464009084466,,,,,121.2099046250332,es_hyper,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,49.0,4.0,4.0,39.0,5.046672433960339,2.0,16.0,1.0,0.0,0.0,10.0
PAYMENT,205534.4560456969,32171.489194268222,1123550.272337194,335932.08693935786,129.0006098040435,496.3883508817157,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,desktop,67.067,5.0,3.0,5.0,4.0,0.0,16.0,1.0,0.0,0.0,10.0
,294.886179460238,,,,,96.7533897362935,es_otherservices,F,2.0,,,,,,,,,,,,,,,
,414.69156838122376,,,,,125.0,es_wellnessandbeauty,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,226.0,1.0,1.0,0.0,1.0,0.0,89.0,1.0,0.0,4.0,740.479341248476
,,,,,,,,,,C,mastercard,credit,missing,28.764978125034624,1.0,2.0,1.7125698303462968,1.0,0.0,16.0,1.0,0.0,255.0875792245509,10.0
,214.4172974132933,,,,,19.0,es_otherservices,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,debit,desktop,159.52255839649104,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,R,american express,credit,desktop,200.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
,176.56900342461606,,,,,95.96469122841108,es_health,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,149.831,2.0,1.0,1.0,2.0,0.0,16.0,200.46603254590468,0.0,168.0,10.0
,,,,,,,,,,C,visa,credit,desktop,15.333,1.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,R,american express,credit,mobile,174.39762681559134,1.0,7.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
,409.8765082129575,,,,,31.0,es_sportsandtoys,M,2.0,,,,,,,,,,,,,,,
CASH_OUT,6435.552623498902,8027868.977446141,13798331.426263988,158147.23899615547,56.22195692889914,298.3510213706216,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,mastercard,debit,missing,77.0,1.0,1.0,5.0,2.0,36.0,25.0,8.0,456.4527795819636,1.0,417.0
,,,,,,,,,,C,visa,debit,missing,16.666829650117737,2.0,4.662646524690864,1.0,1.0,0.0,6.0,0.0,0.0,0.0,10.0
,716.34702514203,,,,,129.29336550115127,es_hotelservices,F,2.0,,,,,,,,,,,,,,,
PAYMENT,128795.04215673984,128802.34493852024,4001973.527563604,2101865.240148444,2215066.8965583914,256.87454914101835,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,mastercard,credit,missing,323.0,5.0,4.0,11.0,2.0,159.0,49.0,491.0,415.296216664794,398.7260382231973,10.0
,,,,,,,,,,S,mastercard,debit,desktop,33.09018806889212,6.93719677012923,6.0,26.32400057648548,6.005221245537598,1.0,16.0,1.0,0.0,1.0,10.0
,,,,,,,,,,C,mastercard,credit,desktop,22.597,46.0,18.688871808306544,1.0,1.0,0.0,16.0,1.0,0.0,0.0,10.0
,,,,,,,,,,R,visa,debit,mobile,200.0,2.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
,445.3085018472339,,,,,5.0,es_sportsandtoys,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,34.0,2.0,3.0,8.0,1.0,602.765124040593,615.8238618433043,392.0,394.3742873324568,246.0,10.0
,,,,,,,,,,W,visa,debit,missing,186.0,18.0,7.0,9.0,2.0,0.0,17.0,1.0,62.0,3.0,10.0
,169.01409740993503,,,,,169.0,es_wellnessandbeauty,F,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,credit,desktop,7.229,76.32679994881039,33.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
CASH_IN,42028.08380473349,6596292.9256999735,17092747.63356735,2515803.825472581,3212979.0843367376,154.76819502310764,,,,,,,,,,,,,,,,,,
,88.23374354162544,,,,,31.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,desktop,70.83675460412915,11.0,12.0,9.0,11.0,0.0,16.0,1.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,credit,desktop,54.28699999999999,10.0,3.0,1.0,1.0,0.0,16.0,1.0,0.0,0.0,10.0
,,,,,,,,,,W,discover,credit,missing,554.0,1.0,1.0,1.0,1.0,6.910437022876835,2.0,6.0,0.0,26.752006759139647,9.0
,,,,,,,,,,C,visa,credit,mobile,135.502,3.0,2.0,1.0,1.0,0.0,16.0,0.0,0.0,1.0,10.0
,,,,,,,,,,C,visa,debit,desktop,62.105,70.57875399147599,38.0,1.0,5.385780924017695,0.0,16.0,0.0,0.0,0.0,10.0
,1764.6358894069251,,,,,42.16539002571196,es_travel,F,3.0,,,,,,,,,,,,,,,
,714.9046074476684,,,,,6.0,es_health,M,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,H,visa,credit,mobile,100.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
CASH_OUT,13064.304975117691,14.562959190200264,1237.3065779651329,1351578.8059189944,737750.781971855,401.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,desktop,39.904453192477305,8.0,34.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
CASH_OUT,520203.5272686212,1129879.3345277703,510915.06784142746,5389146.712326844,23243474.46178198,122.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,99.728486283622,2.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
,17.72354993311763,,,,,129.0,es_sportsandtoys,M,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,desktop,59.63600000000001,3.0,8.0,6.0,3.0,0.0,16.0,2.0,0.0,0.0,10.0
,,,,,,,,,,W,visa,debit,missing,35.0,1.0,1.0,1.0,1.0,39.0,16.0,4.0,0.0,1.0,10.0
,388.5290624198157,,,,,113.0,es_health,F,1.0,,,,,,,,,,,,,,,
,495.4927483208064,,,,,155.0,es_health,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,56.90320511229268,3.0,1.0,10.0,4.0,1.0,84.0,1.0,0.0,12.0,10.0
,363.9011118429806,,,,,99.0,es_sportsandtoys,M,2.0,,,,,,,,,,,,,,,
CASH_IN,104017.74772690702,1228158.2793697058,506147.6744914656,739038.8620602554,574938.4009143808,23.40063520833819,,,,,,,,,,,,,,,,,,
,31.9082679631234,,,,,107.04084203307522,es_hyper,M,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,mobile,69.349,3.0,2.0,2.0,3.0,19.378679319601588,16.0,5.0,0.0,35.0,10.0
,332.4030815252482,,,,,172.0,es_health,F,3.0,,,,,,,,,,,,,,,
,180.9764934091959,,,,,170.0,es_leisure,F,3.0,,,,,,,,,,,,,,,
,331.4778736175002,,,,,81.0,es_sportsandtoys,F,3.0,,,,,,,,,,,,,,,
,142.09508662117116,,,,,29.89980866888781,es_hyper,F,1.0,,,,,,,,,,,,,,,
,246.3225639865898,,,,,67.0,es_sportsandtoys,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,credit,desktop,83.742,4.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,10.0
,562.3891626030976,,,,,177.0,es_sportsandtoys,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,107.95,0.0,0.202318685641389,1.0,0.0,73.0,16.0,1.0,310.0,39.0,80.0
